"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6507","drag and drop with iframe","chromium","2026-05-26","passed","2026-05-26","","tests/dragAndDropWithFrame.spec.js","",""
